path,copy,elbo_Y,rmsd,gdt_ts,gdt_ha,tm,lddt
../structures/7x/7x0q.A.pdb,2,-0.6888596415519714,5.564,0.4489,0.23,0.7109,0.6141
../structures/7x/7x0q.A.pdb,3,-0.6674988865852356,4.856,0.511,0.2811,0.7876,0.6141
../structures/7x/7x0q.A.pdb,4,-0.6657652258872986,5.169,0.4876,0.2624,0.7562,0.6069
../structures/7x/7x0r.B.pdb,0,-0.4230322241783142,3.453,0.5879,0.3522,0.8184,0.6869
../structures/7x/7x0r.B.pdb,1,-0.4287931025028229,3.686,0.5815,0.3482,0.8153,0.6622
../structures/7x/7x0r.B.pdb,2,-0.46274495124816895,3.444,0.6054,0.3706,0.8293,0.6887
../structures/7x/7x0r.B.pdb,3,-0.49295926094055176,4.309,0.5519,0.3307,0.8,0.6571
../structures/7x/7x0r.B.pdb,4,-0.413152277469635,3.758,0.5759,0.3411,0.7967,0.6624
../structures/7x/7x15.A.pdb,0,-0.49044957756996155,16.547,0.1693,0.0966,0.2851,0.3805
../structures/7x/7x15.A.pdb,1,-0.5836989283561707,18.675,0.1265,0.0827,0.2157,0.3555
../structures/7x/7x15.A.pdb,2,-0.6904445886611938,17.714,0.1703,0.1006,0.2729,0.3752
../structures/7x/7x15.A.pdb,3,-0.5087088346481323,17.696,0.1663,0.0926,0.2744,0.382
../structures/7x/7x15.A.pdb,4,-0.5570360422134399,20.672,0.1404,0.0827,0.2316,0.3279
../structures/7p/7pk5.A.pdb,0,-0.7303953170776367,3.602,0.6492,0.42,0.8257,0.6449
../structures/7p/7pk5.A.pdb,1,-0.8828145265579224,2.993,0.7045,0.4773,0.8814,0.7072
../structures/7p/7pk5.A.pdb,2,-0.6762282252311707,3.975,0.6571,0.4318,0.8427,0.6756
../structures/7p/7pk5.A.pdb,3,-0.8464491367340088,3.569,0.7125,0.4872,0.8791,0.6873
../structures/7p/7pk5.A.pdb,4,-0.7080421447753906,3.783,0.6551,0.4328,0.8348,0.6583
../structures/7p/7pkw.A.pdb,0,-0.7561304569244385,12.032,0.326,0.2167,0.4216,0.6502
../structures/7p/7pkw.A.pdb,1,-0.6737772822380066,13.445,0.3146,0.2083,0.4176,0.6779
../structures/7p/7pkw.A.pdb,2,-0.6722749471664429,13.088,0.3177,0.2146,0.4228,0.6943
../structures/7p/7pkw.A.pdb,3,-0.6719661951065063,14.57,0.3312,0.2281,0.4191,0.6791
../structures/7p/7pkw.A.pdb,4,-0.6931516528129578,14.092,0.3083,0.2021,0.407,0.6522
../structures/7p/7pl4.A.pdb,0,-0.7736667990684509,3.636,0.7903,0.6855,0.6165,0.753
../structures/7p/7pl4.A.pdb,1,-0.7151499390602112,3.586,0.7742,0.6452,0.5843,0.7409
../structures/7p/7pl4.A.pdb,2,-0.7133175730705261,3.569,0.7984,0.6855,0.6128,0.7329
../structures/7p/7pl4.A.pdb,3,-0.5453395843505859,3.234,0.7823,0.6452,0.5952,0.747
../structures/7p/7pl4.A.pdb,4,-0.1892632395029068,2.579,0.8306,0.7258,0.6761,0.873
../structures/7p/7pl7.A.pdb,0,-0.24204817414283752,1.632,0.8,0.5758,0.9023,0.7712
../structures/7p/7pl7.A.pdb,1,-0.23764081299304962,1.826,0.771,0.5484,0.8782,0.7672
../structures/7p/7pl7.A.pdb,2,-0.26253706216812134,1.995,0.7694,0.5435,0.8722,0.7747
../structures/7p/7pl7.A.pdb,3,-0.19008387625217438,1.548,0.8306,0.6145,0.9126,0.7927
../structures/7p/7pl7.A.pdb,4,-0.24517492949962616,1.883,0.7871,0.571,0.8781,0.7972
../structures/7r/7r08.E.pdb,0,-1.8882859945297241,40.391,0.1337,0.0645,0.2719,0.2661
../structures/7r/7r08.E.pdb,1,-2.0067169666290283,33.966,0.1219,0.0553,0.267,0.2325
../structures/7r/7r08.E.pdb,2,-2.043686866760254,33.729,0.0989,0.0497,0.2231,0.2147
../structures/7r/7r08.E.pdb,3,-2.0045242309570312,33.114,0.1189,0.0574,0.2588,0.2229
../structures/7r/7r08.E.pdb,4,-2.048851728439331,32.98,0.105,0.0425,0.2573,0.2089
../structures/7t/7t1j.B.pdb,0,-1.5838760137557983,18.295,0.2643,0.1557,0.459,0.3005
../structures/7t/7t1j.B.pdb,1,-1.6295870542526245,16.079,0.2604,0.1497,0.444,0.332
../structures/7t/7t1j.B.pdb,2,-1.638987421989441,13.124,0.2385,0.125,0.4626,0.3048
../structures/7t/7t1j.B.pdb,3,-1.6776163578033447,16.415,0.2155,0.1075,0.4183,0.3046
../structures/7t/7t1j.B.pdb,4,-1.6842762231826782,14.741,0.2582,0.1387,0.476,0.2943
../structures/7u/7uwg.C.pdb,0,-0.24604663252830505,2.906,0.6898,0.4617,0.7995,0.6454
../structures/7u/7uwg.C.pdb,1,-0.1760185956954956,2.647,0.7263,0.5018,0.8203,0.6769
../structures/7u/7uwg.C.pdb,2,-0.1734904944896698,2.651,0.7117,0.4891,0.8143,0.6467
../structures/7u/7uwg.C.pdb,3,-0.1362958401441574,2.549,0.7427,0.5201,0.8171,0.668
../structures/7u/7uwg.C.pdb,4,-0.15770423412322998,2.665,0.7299,0.5036,0.8221,0.667
../structures/7u/7uxt.A.pdb,0,-1.8963199853897095,20.983,0.1477,0.0704,0.3383,0.2585
../structures/7u/7uxt.A.pdb,1,-1.955093264579773,23.001,0.0954,0.0421,0.2733,0.2476
../structures/7u/7uxt.A.pdb,2,-2.033379554748535,19.582,0.0986,0.0362,0.3065,0.2059
../structures/7u/7uxt.A.pdb,3,-1.9841396808624268,22.605,0.0912,0.0368,0.2629,0.2577
../structures/7u/7uxt.A.pdb,4,-1.9992761611938477,24.812,0.081,0.0346,0.2327,0.218
../structures/7v/7vbo.A.pdb,0,-0.5481880903244019,3.06,0.6588,0.4296,0.8074,0.6608
../structures/7v/7vbo.A.pdb,1,-0.6684411764144897,3.02,0.6367,0.3978,0.7952,0.6248
../structures/7v/7vbo.A.pdb,2,-0.5759009718894958,3.005,0.6533,0.4185,0.8076,0.6614
../structures/7v/7vbo.A.pdb,3,-0.6180766820907593,2.952,0.6671,0.4323,0.8061,0.6562
../structures/7v/7vbo.A.pdb,4,-0.6448430418968201,3.18,0.7155,0.4931,0.8365,0.6721
../structures/7v/7vi8.B.pdb,0,-0.16910453140735626,1.662,0.7767,0.5573,0.9307,0.7535
../structures/7v/7vi8.B.pdb,1,-0.16870632767677307,2.0,0.7352,0.5059,0.9057,0.7162
../structures/7v/7vi8.B.pdb,2,-0.23417146503925323,1.809,0.7955,0.583,0.9325,0.7593
../structures/7v/7vi8.B.pdb,3,-0.23169153928756714,2.101,0.7055,0.4802,0.8964,0.715
../structures/7v/7vi8.B.pdb,4,-0.18783605098724365,1.987,0.7381,0.5089,0.9071,0.7258
../structures/7v/7vt4.A.pdb,0,-1.6874146461486816,17.573,0.1558,0.0662,0.374,0.2819
../structures/7v/7vt4.A.pdb,1,-1.8406087160110474,16.798,0.1341,0.0628,0.3294,0.2461
../structures/7v/7vt4.A.pdb,2,-1.8804160356521606,21.312,0.1221,0.0674,0.285,0.218
../structures/7v/7vt4.A.pdb,3,-1.6887173652648926,16.837,0.1199,0.0582,0.3135,0.2456
../structures/7v/7vt4.A.pdb,4,-1.7575050592422485,23.253,0.1324,0.0548,0.3135,0.2639
../structures/7v/7vt5.A.pdb,0,-0.478586345911026,2.746,0.6937,0.463,0.88,0.709
../structures/7v/7vt5.A.pdb,1,-0.4736477732658386,2.565,0.6849,0.4558,0.8931,0.714
../structures/7v/7vt5.A.pdb,2,-0.5068368911743164,2.679,0.6833,0.451,0.8881,0.7104
../structures/7v/7vt5.A.pdb,3,-0.49236711859703064,2.709,0.6881,0.4558,0.8833,0.7008
../structures/7v/7vt5.A.pdb,4,-0.5033219456672668,2.813,0.6777,0.4469,0.8879,0.7114
../structures/7w/7w6x.A.pdb,0,-1.647478461265564,25.782,0.1418,0.0684,0.3107,0.3197
../structures/7w/7w6x.A.pdb,1,-1.6507461071014404,32.809,0.1054,0.0527,0.2359,0.2916
../structures/7w/7w6x.A.pdb,2,-1.645754098892212,30.229,0.1401,0.0661,0.3065,0.3254
../structures/7w/7w6x.A.pdb,3,-1.8278216123580933,31.408,0.0975,0.0476,0.2236,0.2635
../structures/7w/7w6x.A.pdb,4,-1.680465579032898,27.594,0.1233,0.0566,0.2861,0.3142
../structures/7x/7x7w.A.pdb,0,-0.25322118401527405,2.509,0.7075,0.4792,0.8879,0.694
../structures/7x/7x7w.A.pdb,1,-0.25974181294441223,2.452,0.6918,0.4601,0.8872,0.7187
../structures/7x/7x7w.A.pdb,2,-0.27566057443618774,2.284,0.7326,0.5017,0.9025,0.7175
../structures/7x/7x7w.A.pdb,3,-0.31856366991996765,3.074,0.6467,0.4175,0.8533,0.6626
../structures/7x/7x7w.A.pdb,4,-0.23432111740112305,2.595,0.7101,0.4774,0.888,0.7159
../structures/7z/7zgm.A.pdb,0,-2.154841661453247,45.651,0.0509,0.0167,0.2087,0.1671
../structures/7z/7zgm.A.pdb,1,-2.140385627746582,32.358,0.041,0.0142,0.1907,0.1611
../structures/7z/7zgm.A.pdb,2,-2.131575107574463,32.797,0.0392,0.0135,0.1852,0.1583
../structures/7z/7zgm.A.pdb,3,-2.171064853668213,34.818,0.0491,0.0153,0.2109,0.1874
../structures/7z/7zgm.A.pdb,4,-2.1326773166656494,38.73,0.057,0.0164,0.2052,0.1748
../structures/7z/7zw9.A.pdb,0,-0.5402326583862305,1.513,0.8468,0.6301,0.9266,0.7878
../structures/7z/7zw9.A.pdb,1,-0.5426301956176758,1.608,0.8107,0.5882,0.9095,0.7684
../structures/7z/7zw9.A.pdb,2,-0.4393850266933441,1.385,0.8382,0.6243,0.9315,0.7946
../structures/7z/7zw9.A.pdb,3,-0.5541363954544067,1.577,0.8425,0.6301,0.9226,0.7794
../structures/7z/7zw9.A.pdb,4,-0.5191684365272522,1.683,0.8064,0.591,0.9129,0.7673
../structures/8d/8d7f.A.pdb,0,-0.8374218940734863,27.93,0.3909,0.2162,0.6157,0.4331
../structures/8d/8d7f.A.pdb,1,-0.8294075727462769,21.499,0.393,0.2148,0.6171,0.4546
../structures/8d/8d7f.A.pdb,2,-0.7715500593185425,21.491,0.3895,0.212,0.614,0.4438
../structures/8d/8d7f.A.pdb,3,-0.9047905206680298,23.76,0.3709,0.1982,0.5859,0.415
../structures/8d/8d7f.A.pdb,4,-0.8333865404129028,17.832,0.3722,0.1996,0.6048,0.4339
../structures/8d/8dkr.B.pdb,0,-0.3219572901725769,4.412,0.6784,0.4647,0.8457,0.6907
../structures/8d/8dkr.B.pdb,1,-0.34645816683769226,4.726,0.6492,0.4284,0.8237,0.6966
../structures/8d/8dkr.B.pdb,2,-0.36085250973701477,3.789,0.6573,0.4355,0.8421,0.6948
../structures/8d/8dkr.B.pdb,3,-0.38474801182746887,3.947,0.6522,0.4304,0.8349,0.69
../structures/8d/8dkr.B.pdb,4,-0.40871354937553406,3.918,0.6996,0.4808,0.8579,0.7209
../structures/7f/7fgp.A.pdb,0,-1.1749566793441772,10.014,0.3534,0.1771,0.6196,0.4028
../structures/7f/7fgp.A.pdb,1,-1.092988133430481,12.054,0.3402,0.1638,0.594,0.3999
../structures/7f/7fgp.A.pdb,2,-1.0820993185043335,11.707,0.3687,0.185,0.6187,0.4025
../structures/7f/7fgp.A.pdb,3,-1.0843908786773682,10.64,0.376,0.191,0.6179,0.425
../structures/7f/7fgp.A.pdb,4,-0.9818012714385986,10.937,0.4131,0.2215,0.6591,0.4309
../structures/7q/7q83.D.pdb,0,-0.4745643734931946,10.482,0.6186,0.4183,0.7132,0.661
../structures/7q/7q83.D.pdb,1,-0.5003491044044495,11.721,0.6923,0.4904,0.7932,0.7123
../structures/7q/7q83.D.pdb,2,-0.39491021633148193,8.428,0.726,0.5337,0.7678,0.7183
../structures/7q/7q83.D.pdb,3,-0.47710713744163513,9.878,0.6506,0.4439,0.742,0.6747
../structures/7q/7q83.D.pdb,4,-0.41735994815826416,5.935,0.6843,0.5048,0.7548,0.6964
../structures/7t/7te2.A.pdb,0,-0.2815602421760559,4.037,0.5476,0.3195,0.7199,0.6924
../structures/7t/7te2.A.pdb,1,-0.2823016047477722,3.749,0.5622,0.3317,0.7366,0.6857
../structures/7t/7te2.A.pdb,2,-0.3773851990699768,3.569,0.5915,0.3561,0.7575,0.6973
../structures/7t/7te2.A.pdb,3,-0.25781479477882385,3.596,0.578,0.3451,0.7519,0.6883
../structures/7t/7te2.A.pdb,4,-0.3255390524864197,3.802,0.5841,0.35,0.7391,0.6752
../structures/7t/7tol.A.pdb,0,-1.9008591175079346,39.488,0.1171,0.0614,0.2316,0.1995
../structures/7t/7tol.A.pdb,1,-1.947372555732727,29.026,0.1192,0.0543,0.2749,0.2118
../structures/7t/7tol.A.pdb,2,-1.953840732574463,30.655,0.1151,0.0593,0.2664,0.194
../structures/7t/7tol.A.pdb,3,-1.925181269645691,42.041,0.0837,0.036,0.2164,0.1975
../structures/7t/7tol.A.pdb,4,-1.957217812538147,35.854,0.1121,0.0543,0.2346,0.1948
../structures/7u/7ug9.A.pdb,0,-0.28985217213630676,2.056,0.7488,0.5231,0.8928,0.7554
../structures/7u/7ug9.A.pdb,1,-0.402532696723938,2.062,0.7427,0.5146,0.8878,0.7338
../structures/7u/7ug9.A.pdb,2,-0.3839380145072937,1.779,0.7573,0.5279,0.9074,0.7429
../structures/7u/7ug9.A.pdb,3,-0.38472554087638855,1.954,0.7573,0.5316,0.8961,0.733
../structures/7u/7ug9.A.pdb,4,-0.335406631231308,1.769,0.7864,0.5631,0.915,0.763
../structures/7w/7wq5.A.pdb,0,-1.0261316299438477,5.841,0.468,0.2645,0.5491,0.6072
../structures/7w/7wq5.A.pdb,1,-1.069114089012146,5.768,0.4608,0.2616,0.5922,0.5994
../structures/7w/7wq5.A.pdb,2,-1.0777382850646973,6.339,0.4128,0.2311,0.5291,0.5855
../structures/7w/7wq5.A.pdb,3,-1.0894989967346191,5.963,0.4666,0.2616,0.5476,0.6157
../structures/7w/7wq5.A.pdb,4,-0.9898311495780945,5.642,0.4695,0.2689,0.5934,0.621
../structures/7x/7xjt.B.pdb,0,-0.41675060987472534,4.342,0.5326,0.2977,0.7715,0.6255
../structures/7x/7xjt.B.pdb,1,-0.4041527211666107,4.404,0.5379,0.3045,0.7672,0.6301
../structures/7x/7xjt.B.pdb,2,-0.41033196449279785,3.932,0.5659,0.3311,0.8063,0.6552
../structures/7x/7xjt.B.pdb,3,-0.3509798049926758,4.172,0.5636,0.3303,0.793,0.6303
../structures/7x/7xjt.B.pdb,4,-0.4188188314437866,4.331,0.5583,0.328,0.7844,0.6404
../structures/7y/7y4n.A.pdb,0,-0.37131190299987793,1.931,0.825,0.6292,0.7728,0.7701
../structures/7y/7y4n.A.pdb,1,-0.3516700565814972,1.843,0.8,0.5917,0.7651,0.7412
../structures/7y/7y4n.A.pdb,2,-0.37788069248199463,2.132,0.8,0.5958,0.7358,0.7473
../structures/7y/7y4n.A.pdb,3,-0.41746610403060913,1.812,0.8,0.5917,0.7632,0.7671
../structures/7y/7y4n.A.pdb,4,-0.3853547275066376,1.936,0.8208,0.6208,0.7727,0.7762
../structures/7y/7y78.B.pdb,0,-1.000044584274292,11.055,0.283,0.1598,0.4694,0.4096
../structures/7y/7y78.B.pdb,1,-1.1464157104492188,15.195,0.2749,0.1606,0.4403,0.3799
../structures/7y/7y78.B.pdb,2,-1.0350195169448853,10.691,0.2742,0.1598,0.4602,0.4139
../structures/7y/7y78.B.pdb,3,-1.1211044788360596,11.666,0.324,0.1672,0.5105,0.4066
../structures/7y/7y78.B.pdb,4,-1.0638099908828735,13.243,0.2925,0.1664,0.4377,0.4069
../structures/7y/7y79.B.pdb,0,-1.3701530694961548,14.855,0.2269,0.1269,0.3364,0.3329
../structures/7y/7y79.B.pdb,1,-1.2102611064910889,12.151,0.1949,0.1013,0.2837,0.3238
../structures/7y/7y79.B.pdb,2,-1.104546308517456,14.747,0.1705,0.0808,0.2781,0.326
../structures/7y/7y79.B.pdb,3,-0.9085567593574524,12.592,0.2846,0.1333,0.4316,0.3695
../structures/7y/7y79.B.pdb,4,-1.0372395515441895,10.344,0.2782,0.1321,0.4265,0.3283
../structures/7y/7ymo.A.pdb,0,-0.403206467628479,4.177,0.5279,0.301,0.6945,0.634
../structures/7y/7ymo.A.pdb,1,-0.3999374806880951,3.459,0.5595,0.3277,0.7501,0.6286
../structures/7y/7ymo.A.pdb,2,-0.44981735944747925,3.641,0.5413,0.3119,0.7354,0.627
../structures/7y/7ymo.A.pdb,3,-0.41975367069244385,3.58,0.5655,0.3337,0.7415,0.6159
../structures/7y/7ymo.A.pdb,4,-0.4435982406139374,3.692,0.5716,0.3532,0.7397,0.6313
../structures/7z/7zk1.A.pdb,0,-0.3482685089111328,2.09,0.7325,0.5051,0.9031,0.76
../structures/7z/7zk1.A.pdb,1,-0.31954947113990784,1.983,0.7356,0.5134,0.9044,0.7724
../structures/7z/7zk1.A.pdb,2,-0.34096819162368774,1.863,0.7613,0.5319,0.915,0.7878
../structures/7z/7zk1.A.pdb,3,-0.3440459668636322,2.076,0.75,0.5216,0.9036,0.7718
../structures/7z/7zk1.A.pdb,4,-0.3343712091445923,2.165,0.715,0.4877,0.8924,0.7793
../structures/8a/8ajp.A.pdb,0,-0.3671819269657135,3.105,0.7638,0.5465,0.8918,0.7469
../structures/8a/8ajp.A.pdb,1,-0.32700732350349426,2.98,0.7814,0.5603,0.8975,0.7652
../structures/8a/8ajp.A.pdb,2,-0.37305060029029846,3.394,0.7588,0.5389,0.8826,0.7217
../structures/8a/8ajp.A.pdb,3,-0.3231515884399414,2.126,0.7726,0.5427,0.9003,0.7543
../structures/8a/8ajp.A.pdb,4,-0.34522849321365356,2.219,0.7651,0.5352,0.8909,0.7587
../structures/8c/8cxl.A.pdb,0,-1.9705703258514404,20.801,0.1258,0.051,0.3301,0.2103
../structures/8c/8cxl.A.pdb,1,-1.9691784381866455,20.921,0.0722,0.0318,0.2317,0.1782
../structures/8c/8cxl.A.pdb,2,-1.869610071182251,34.589,0.1327,0.069,0.288,0.2181
../structures/8c/8cxl.A.pdb,3,-1.898203730583191,25.117,0.1364,0.0653,0.3304,0.2218
../structures/8c/8cxl.A.pdb,4,-1.9098330736160278,22.259,0.0886,0.0387,0.2724,0.2207
../structures/7e/7eoz.A.pdb,0,-2.0356571674346924,21.5,0.0737,0.0301,0.2452,0.1843
../structures/7e/7eoz.A.pdb,1,-2.0690557956695557,24.619,0.1079,0.0389,0.292,0.2175
../structures/7e/7eoz.A.pdb,2,-2.0190067291259766,24.014,0.0695,0.027,0.2314,0.1795
../structures/7e/7eoz.A.pdb,3,-2.028087615966797,19.834,0.0814,0.0296,0.2743,0.2075
../structures/7e/7eoz.A.pdb,4,-2.0719106197357178,23.021,0.096,0.0363,0.2706,0.1956
../structures/7q/7qpe.A.pdb,0,-1.7254568338394165,26.695,0.2145,0.1166,0.3792,0.2985
../structures/7q/7qpe.A.pdb,1,-1.8560189008712769,17.4,0.1748,0.0857,0.3815,0.2369
../structures/7q/7qpe.A.pdb,2,-1.8152121305465698,24.46,0.2057,0.1084,0.39,0.2983
../structures/7q/7qpe.A.pdb,3,-1.7459768056869507,18.483,0.2174,0.1113,0.4227,0.2927
../structures/7q/7qpe.A.pdb,4,-1.7135238647460938,18.033,0.2104,0.1055,0.421,0.2792
../structures/7r/7rup.A.pdb,0,-0.5298851728439331,2.688,0.7828,0.5861,0.7161,0.7711
../structures/7r/7rup.A.pdb,1,-0.48941946029663086,2.32,0.7541,0.5574,0.6983,0.7205
../structures/7r/7rup.A.pdb,2,-0.6023235321044922,2.216,0.75,0.5369,0.6936,0.6885
../structures/7r/7rup.A.pdb,3,-0.581710934638977,2.471,0.7418,0.5451,0.6608,0.7256
../structures/7r/7rup.A.pdb,4,-0.3604269325733185,2.88,0.7377,0.5328,0.6833,0.719
../structures/7r/7ruq.A.pdb,0,-0.5221447348594666,2.272,0.7702,0.5605,0.6891,0.7226
../structures/7r/7ruq.A.pdb,1,-0.5705722570419312,2.069,0.7702,0.5605,0.7067,0.7308
../structures/7r/7ruq.A.pdb,2,-0.364535927772522,2.136,0.7944,0.5927,0.7499,0.7388
../structures/7r/7ruq.A.pdb,3,-0.48057493567466736,1.95,0.7823,0.5685,0.7309,0.7335
../structures/7r/7ruq.A.pdb,4,-0.5317234992980957,2.1,0.8065,0.6008,0.751,0.7393
../structures/7s/7s8k.B.pdb,0,-0.5849658846855164,3.439,0.5971,0.3597,0.83,0.6311
../structures/7s/7s8k.B.pdb,1,-0.5737794041633606,3.896,0.6115,0.3795,0.8347,0.6493
../structures/7s/7s8k.B.pdb,2,-0.5891093015670776,3.54,0.6196,0.3849,0.8411,0.6545
../structures/7s/7s8k.B.pdb,3,-0.5761469602584839,3.771,0.6115,0.3786,0.8332,0.6298
../structures/7s/7s8k.B.pdb,4,-0.585947573184967,4.722,0.5746,0.3399,0.806,0.6144
../structures/7s/7spn.A.pdb,0,-1.5936594009399414,15.502,0.2681,0.1425,0.4993,0.3126
../structures/7s/7spn.A.pdb,1,-1.5590301752090454,15.435,0.2423,0.1107,0.4884,0.3211
../structures/7s/7spn.A.pdb,2,-1.6241991519927979,17.68,0.2259,0.1069,0.4597,0.2956
../structures/7s/7spn.A.pdb,3,-1.5224684476852417,15.999,0.2807,0.1486,0.5203,0.3357
../structures/7s/7spn.A.pdb,4,-1.5754841566085815,29.461,0.2845,0.1557,0.4902,0.3397
../structures/7u/7u04.H.pdb,0,-0.4889157712459564,6.596,0.4593,0.2698,0.5629,0.6831
../structures/7u/7u04.H.pdb,1,-0.4588329493999481,5.957,0.4923,0.2874,0.5928,0.693
../structures/7u/7u04.H.pdb,2,-0.4712359607219696,6.676,0.4559,0.272,0.5665,0.6806
../structures/7u/7u04.H.pdb,3,-0.4867996275424957,7.051,0.4692,0.2919,0.5605,0.6987
../structures/7u/7u04.H.pdb,4,-0.5024099946022034,5.4,0.4912,0.2731,0.6397,0.6772
../structures/7v/7v5f.A.pdb,0,-0.782076895236969,5.127,0.5242,0.3306,0.2222,0.5209
